State/UnionTerritory,Cured,Deaths,Confirmed
Arunachal Pradesh,1,0,1
Assam,41,4,142
Bihar,534,9,1498
Chandigarh,57,3,200
Chhattisgarh,59,0,101
Dadar Nagar Haveli,0,0,1
Delhi,4750,168,10554
Goa,7,0,46
Gujarat,5043,719,12140
Haryana,627,14,964
Himachal Pradesh,47,3,92
Jammu and Kashmir,653,17,1317
Jharkhand,127,3,231
Karnataka,544,40,1397
Kerala,497,4,642
Ladakh,43,0,43
Madhya Pradesh,2630,258,5465
Maharashtra,9639,1325,37136
Manipur,2,0,9
Meghalaya,12,1,13
Mizoram,1,0,1
Odisha,277,5,978
Puducherry,9,1,18
Punjab,1642,38,2002
Rajasthan,3337,143,5845
Tamil Nadu,4895,84,12448
Telangana,1010,38,1634
Tripura,116,0,173
Uttarakhand,52,1,111
Uttar Pradesh,2918,123,4926
West Bengal,1074,250,2961
Cases being reassigned to states,0,0,1096
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,1640,53,2602
Arunachal Pradesh,1,0,1
Assam,48,4,170
Bihar,571,10,1674
Chandigarh,57,3,202
Chhattisgarh,59,0,115
Dadar Nagar Haveli,0,0,1
Delhi,5192,176,11088
Goa,7,0,50
Gujarat,5219,749,12537
Haryana,648,14,993
Himachal Pradesh,54,3,110
Jammu and Kashmir,678,18,1390
Jharkhand,127,3,231
Karnataka,556,41,1462
Kerala,502,4,666
Ladakh,43,0,44
Madhya Pradesh,2733,267,5735
Maharashtra,10318,1390,39297
Manipur,2,0,25
Meghalaya,12,1,14
Mizoram,1,0,1
Odisha,307,6,1052
Puducherry,9,0,18
Punjab,1794,38,2005
Rajasthan,3404,147,6015
Tamil Nadu,5882,87,13191
Telangana,1015,40,1661
Tripura,133,0,173
Uttarakhand,53,1,122
Uttar Pradesh,3066,127,5175
West Bengal,1136,253,3103
Cases being reassigned to states,0,0,1403
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,1709,53,2647
Arunachal Pradesh,1,0,1
Assam,54,4,203
Bihar,593,11,1982
Chandigarh,139,3,217
Chhattisgarh,59,0,128
Dadar Nagar Haveli,0,0,1
Delhi,5567,194,11659
Goa,7,0,52
Gujarat,5488,773,12905
Haryana,681,15,1031
Himachal Pradesh,59,3,152
Jammu and Kashmir,684,20,1449
Jharkhand,129,3,290
Karnataka,571,41,1605
Kerala,510,4,690
Ladakh,43,0,44
Madhya Pradesh,2843,270,5981
Maharashtra,11726,1454,41642
Manipur,2,0,25
Meghalaya,12,1,14
Mizoram,1,0,1
Odisha,393,7,1103
Puducherry,10,0,20
Punjab,1819,39,2028
Rajasthan,3485,151,6227
Tamil Nadu,6282,94,13967
Telangana,1035,45,1699
Tripura,148,0,173
Uttarakhand,54,1,146
Uttar Pradesh,3204,138,5515
West Bengal,1193,259,3197
Cases being reassigned to states,0,0,1620
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,1763,55,2709
Arunachal Pradesh,1,0,1
Assam,54,4,259
Bihar,629,11,2177
Chandigarh,178,3,218
Chhattisgarh,62,0,172
Dadar Nagar Haveli,0,0,1
Delhi,5897,208,12319
Goa,16,0,54
Gujarat,5880,802,13268
Haryana,706,16,1067
Himachal Pradesh,59,3,168
Jammu and Kashmir,720,20,1489
Jharkhand,136,3,308
Karnataka,597,41,1743
Kerala,512,4,732
Ladakh,43,0,44
Madhya Pradesh,3089,272,6170
Maharashtra,12583,1517,44582
Manipur,2,0,26
Meghalaya,12,1,14
Mizoram,1,0,1
Odisha,436,7,1189
Puducherry,10,0,26
Punjab,1847,39,2029
Rajasthan,3680,153,6494
Tamil Nadu,7128,98,14753
Telangana,1043,45,1761
Tripura,152,0,175
Uttarakhand,56,1,153
Uttar Pradesh,3238,152,5735
West Bengal,1221,265,3332
Cases being reassigned to states,0,0,1899
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,1809,56,2757
Arunachal Pradesh,1,0,1
Assam,55,4,329
Bihar,653,11,2380
Chandigarh,179,3,225
Chhattisgarh,64,0,214
Dadar Nagar Haveli,0,0,2
Delhi,6267,231,12910
Goa,16,0,55
Gujarat,6169,829,13664
Haryana,750,16,1131
Himachal Pradesh,61,3,185
Jammu and Kashmir,774,21,1569
Jharkhand,141,4,350
Karnataka,608,42,1959
Kerala,515,4,795
Ladakh,43,0,49
Madhya Pradesh,3267,281,6371
Maharashtra,13404,1577,47190
Manipur,4,0,29
Meghalaya,12,1,14
Mizoram,1,0,1
Odisha,497,7,1269
Puducherry,10,0,26
Punjab,1870,39,2045
Rajasthan,3786,160,6742
Sikkim,0,0,1
Tamil Nadu,7491,103,15512
Telangana,1065,49,1813
Tripura,153,0,189
Uttarakhand,56,2,244
Uttar Pradesh,3406,155,6017
West Bengal,1281,269,3459
Cases being reassigned to states,0,0,2338
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,1856,56,2823
Arunachal Pradesh,1,0,1
Assam,55,4,378
Bihar,702,13,2587
Chandigarh,186,3,238
Chhattisgarh,67,0,252
Dadar Nagar Haveli,0,0,2
Delhi,6540,261,13418
Goa,19,0,66
Gujarat,6412,858,14056
Haryana,765,16,1184
Himachal Pradesh,63,3,203
Jammu and Kashmir,809,21,1621
Jharkhand,148,4,370
Karnataka,654,42,2089
Kerala,521,4,847
Ladakh,43,0,52
Madhya Pradesh,3408,290,6665
Maharashtra,14600,1635,50231
Manipur,4,0,32
Meghalaya,12,1,14
Mizoram,1,0,1
Odisha,550,7,1336
Puducherry,12,0,41
Punjab,1898,40,2060
Rajasthan,3848,163,7028
Sikkim,0,0,1
Tamil Nadu,8324,111,16277
Telangana,1090,53,1854
Tripura,165,0,191
Uttarakhand,58,3,317
Uttar Pradesh,3538,161,6268
West Bengal,1339,272,3667
Cases being reassigned to states,0,0,2642
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,1896,56,3110
Arunachal Pradesh,1,0,2
Assam,62,4,526
Bihar,749,13,2730
Chandigarh,186,3,238
Chhattisgarh,72,0,291
Dadar Nagar Haveli,0,0,2
Delhi,6771,276,14053
Goa,19,0,67
Gujarat,6636,888,14460
Haryana,765,16,1184
Himachal Pradesh,67,5,223
Jammu and Kashmir,809,23,1668
Jharkhand,148,4,377
Karnataka,705,44,2182
Kerala,532,5,896
Ladakh,43,0,52
Madhya Pradesh,3571,300,6859
Maharashtra,15786,1695,52667
Manipur,4,0,39
Meghalaya,12,1,14
Mizoram,1,0,1
Nagaland,0,0,3
Odisha,649,7,1438
Puducherry,12,0,41
Punjab,1898,40,2060
Rajasthan,3951,167,7300
Sikkim,0,0,1
Tamil Nadu,8731,118,17082
Telangana,1164,56,1920
Tripura,165,0,194
Uttarakhand,58,3,349
Uttar Pradesh,3581,165,6532
West Bengal,1414,278,3816
Cases being reassigned to states,0,0,2970
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2009,57,3171
Arunachal Pradesh,1,0,2
Assam,62,4,616
Bihar,900,13,2983
Chandigarh,187,4,266
Chhattisgarh,79,0,361
Dadar Nagar Haveli,0,0,2
Delhi,7223,288,14465
Goa,28,0,67
Gujarat,7139,915,14821
Haryana,824,17,1305
Himachal Pradesh,67,5,247
Jammu and Kashmir,833,24,1759
Jharkhand,175,4,426
Karnataka,748,44,2283
Kerala,542,6,963
Ladakh,43,0,53
Madhya Pradesh,3689,305,7024
Maharashtra,16954,1792,54758
Manipur,4,0,39
Meghalaya,12,1,15
Mizoram,1,0,1
Nagaland,0,0,4
Odisha,733,7,1517
Puducherry,12,0,46
Punjab,1918,40,2106
Rajasthan,4171,170,7536
Sikkim,0,0,1
Tamil Nadu,9342,127,17728
Telangana,1284,57,1991
Tripura,165,0,207
Uttarakhand,64,4,401
Uttar Pradesh,3698,170,6548
West Bengal,1486,283,4009
Cases being reassigned to states,0,0,4013
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2057,58,3171
Arunachal Pradesh,1,0,2
Assam,87,4,781
Bihar,1083,15,3061
Chandigarh,187,4,279
Chhattisgarh,83,0,369
Dadar Nagar Haveli,0,0,2
Delhi,7264,303,15257
Goa,37,0,68
Gujarat,7549,938,15195
Haryana,838,18,1381
Himachal Pradesh,70,5,273
Jammu and Kashmir,854,26,1921
Jharkhand,185,4,448
Karnataka,781,47,2418
Kerala,552,7,1004
Ladakh,43,0,53
Madhya Pradesh,3927,313,7261
Maharashtra,17918,1897,56948
Manipur,4,0,44
Meghalaya,12,1,20
Mizoram,1,0,1
Nagaland,0,0,4
Odisha,733,7,1593
Puducherry,12,0,46
Punjab,1918,40,2139
Rajasthan,4457,173,7703
Sikkim,0,0,1
Tamil Nadu,9909,133,18545
Telangana,1284,63,2098
Tripura,165,0,230
Uttarakhand,79,4,469
Uttar Pradesh,3991,182,6991
West Bengal,1578,289,4192
Cases being reassigned to states,0,0,4332
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2125,59,3251
Arunachal Pradesh,1,0,3
Assam,104,4,856
Bihar,1211,15,3296
Chandigarh,189,4,288
Chhattisgarh,83,0,399
Dadar Nagar Haveli,0,0,2
Delhi,7495,316,16281
Goa,38,0,69
Gujarat,8003,960,15562
Haryana,881,19,1504
Himachal Pradesh,70,5,276
Jammu and Kashmir,859,27,2036
Jharkhand,212,4,469
Karnataka,834,47,2533
Kerala,555,7,1088
Ladakh,43,0,73
Madhya Pradesh,4050,321,7453
Maharashtra,18616,1982,59546
Manipur,5,0,55
Meghalaya,12,1,21
Mizoram,1,0,1
Nagaland,0,0,18
Odisha,887,7,1660
Puducherry,14,0,51
Punjab,1946,40,2158
Rajasthan,4817,180,8067
Sikkim,0,0,1
Tamil Nadu,10548,145,19372
Telangana,1345,67,2256
Tripura,167,0,242
Uttarakhand,79,4,500
Uttar Pradesh,4215,197,7170
West Bengal,1668,295,4536
Cases being reassigned to states,0,0,4673
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2226,60,3436
Arunachal Pradesh,1,0,3
Assam,125,4,1024
Bihar,1211,15,3376
Chandigarh,189,4,289
Chhattisgarh,100,1,415
Dadar Nagar Haveli,0,0,2
Delhi,7846,398,17386
Goa,41,0,69
Gujarat,8611,980,15934
Haryana,940,19,1721
Himachal Pradesh,87,5,295
Jammu and Kashmir,875,28,2164
Jharkhand,216,5,511
Karnataka,894,48,2781
Kerala,565,8,1150
Ladakh,43,0,74
Madhya Pradesh,4269,334,7645
Maharashtra,26997,2098,62228
Manipur,8,0,59
Meghalaya,12,1,27
Mizoram,1,0,1
Nagaland,0,0,25
Odisha,887,7,1723
Puducherry,14,0,51
Punjab,1949,42,2197
Rajasthan,5244,184,8365
Sikkim,0,0,1
Tamil Nadu,11313,154,20246
Telangana,1381,71,2425
Tripura,171,0,251
Uttarakhand,102,5,716
Uttar Pradesh,4244,198,7284
West Bengal,1775,302,4813
Cases being reassigned to states,0,0,5043
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2289,60,3569
Arunachal Pradesh,1,0,4
Assam,163,4,1185
Bihar,1618,20,3636
Chandigarh,189,4,289
Chhattisgarh,102,1,447
Dadar Nagar Haveli,0,0,2
Delhi,8075,416,18549
Goa,41,0,70
Gujarat,9230,1007,16343
Haryana,971,20,1923
Himachal Pradesh,111,5,313
Jammu and Kashmir,908,28,2341
Jharkhand,256,5,563
Karnataka,997,48,2922
Kerala,575,9,1208
Ladakh,43,0,74
Madhya Pradesh,4444,343,7891
Maharashtra,28081,2197,65168
Manipur,8,0,62
Meghalaya,12,1,27
Mizoram,1,0,1
Nagaland,0,0,36
Odisha,1050,7,1819
Puducherry,14,0,51
Punjab,1967,44,2233
Rajasthan,5739,193,8617
Sikkim,0,0,1
Tamil Nadu,12000,160,21184
Telangana,1412,77,2499
Tripura,172,0,268
Uttarakhand,102,5,749
Uttar Pradesh,4410,201,7445
West Bengal,1970,309,5130
Cases being reassigned to states,0,0,5491
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2349,62,3679
Arunachal Pradesh,1,0,4
Assam,185,4,1272
Bihar,1710,21,3815
Chandigarh,199,4,293
Chhattisgarh,115,1,498
Dadar Nagar Haveli,0,0,2
Delhi,8478,473,19844
Goa,42,0,70
Gujarat,9919,1038,16779
Haryana,1048,20,2091
Himachal Pradesh,120,5,331
Jammu and Kashmir,927,28,2446
Jharkhand,256,5,610
Karnataka,1218,51,3221
Kerala,590,9,1269
Ladakh,43,0,74
Madhya Pradesh,4842,350,8089
Maharashtra,29329,2286,67655
Manipur,11,0,71
Meghalaya,12,1,27
Mizoram,1,0,1
Nagaland,0,0,43
Odisha,1126,7,1948
Puducherry,25,0,70
Punjab,1987,45,2263
Rajasthan,5927,194,8831
Sikkim,0,0,1
Tamil Nadu,12757,173,22333
Telangana,1428,82,2698
Tripura,173,0,313
Uttarakhand,102,5,907
Uttar Pradesh,4709,213,7823
West Bengal,2157,317,5501
Cases being reassigned to states,0,0,5630
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2378,64,3783
Arunachal Pradesh,1,0,22
Assam,277,4,1390
Bihar,1900,24,3926
Chandigarh,199,4,294
Chhattisgarh,122,1,547
Dadar Nagar Haveli,1,0,3
Delhi,8746,523,20834
Goa,42,0,71
Gujarat,10780,1063,17200
Haryana,1055,21,2356
Himachal Pradesh,122,5,340
Jammu and Kashmir,946,31,2601
Jharkhand,296,5,659
Karnataka,1328,52,3408
Kerala,608,10,1326
Ladakh,43,0,77
Madhya Pradesh,5003,358,8283
Maharashtra,30108,2362,70013
Manipur,11,0,83
Meghalaya,12,1,27
Mizoram,1,0,1
Nagaland,0,0,43
Odisha,1245,7,2104
Puducherry,25,0,74
Punjab,2000,45,2301
Rajasthan,6040,198,8980
Sikkim,0,0,1
Tamil Nadu,13170,184,23495
Telangana,1491,88,2792
Tripura,173,0,420
Uttarakhand,222,6,958
Uttar Pradesh,4843,217,8075
West Bengal,2306,325,5772
Cases being reassigned to states,0,0,6414
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2421,64,3898
Arunachal Pradesh,1,0,22
Assam,324,4,1513
Bihar,1946,24,4155
Chandigarh,214,5,301
Chhattisgarh,130,1,564
Dadar Nagar Haveli,1,0,4
Delhi,9243,556,22132
Goa,57,0,79
Gujarat,11894,1092,17617
Haryana,1069,23,2652
Himachal Pradesh,140,5,345
Jammu and Kashmir,953,33,2718
Jharkhand,320,5,712
Karnataka,1403,52,3796
Kerala,627,11,1412
Ladakh,47,1,81
Madhya Pradesh,5221,364,8420
Maharashtra,31333,2465,72300
Manipur,14,0,89
Meghalaya,12,1,27
Mizoram,1,0,13
Nagaland,0,0,49
Odisha,1325,7,2245
Puducherry,25,0,82
Punjab,2017,46,2342
Rajasthan,6435,203,9373
Sikkim,0,0,1
Tamil Nadu,13706,197,24586
Telangana,1526,92,2891
Tripura,173,0,468
Uttarakhand,252,7,1043
Uttar Pradesh,5030,222,8361
West Bengal,2410,335,6168
Cases being reassigned to states,0,0,7123
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2466,68,4080
Arunachal Pradesh,1,0,38
Assam,413,4,1672
Bihar,2077,25,4390
Chandigarh,214,5,301
Chhattisgarh,188,2,668
Dadar Nagar Haveli,1,0,8
Delhi,9542,606,23645
Goa,57,0,79
Gujarat,12212,1122,18100
Haryana,1089,23,2954
Himachal Pradesh,150,5,359
Jammu and Kashmir,1007,34,2857
Jharkhand,321,5,752
Karnataka,1514,53,4063
Kerala,651,11,1494
Ladakh,48,1,90
Madhya Pradesh,5445,371,8588
Maharashtra,32329,2587,74860
Manipur,38,0,118
Meghalaya,13,1,33
Mizoram,1,0,14
Nagaland,0,0,58
Odisha,1416,7,2388
Puducherry,25,0,82
Punjab,2029,47,2376
Rajasthan,6744,209,9652
Sikkim,0,0,2
Tamil Nadu,14316,208,25872
Telangana,1556,99,3020
Tripura,173,0,468
Uttarakhand,282,8,1085
Uttar Pradesh,5176,229,8729
West Bengal,2580,345,6508
Cases being reassigned to states,0,0,7483
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2539,71,4223
Arunachal Pradesh,1,0,42
Assam,442,4,1988
Bihar,2210,29,4493
Chandigarh,214,5,301
Chhattisgarh,213,2,756
Dadar Nagar Haveli,1,0,12
Delhi,9898,650,25004
Goa,57,0,166
Gujarat,12667,1155,18584
Haryana,2134,24,3281
Himachal Pradesh,179,5,383
Jammu and Kashmir,1048,35,3142
Jharkhand,354,6,793
Karnataka,1610,57,4320
Kerala,690,14,1588
Ladakh,48,1,90
Madhya Pradesh,5637,377,8762
Maharashtra,33681,2710,77793
Manipur,38,0,124
Meghalaya,13,1,33
Mizoram,1,0,17
Nagaland,0,0,80
Odisha,1416,7,2478
Puducherry,25,0,82
Punjab,2043,47,2415
Rajasthan,7104,213,9862
Sikkim,0,0,2
Tamil Nadu,14902,220,27256
Telangana,1587,105,3147
Tripura,173,0,644
Uttarakhand,297,10,1153
Uttar Pradesh,5439,245,9237
West Bengal,2768,355,6876
Cases being reassigned to states,0,0,7610
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2576,73,4303
Arunachal Pradesh,1,0,45
Assam,498,4,2153
Bihar,2225,29,4596
Chandigarh,222,5,304
Chhattisgarh,244,2,879
Dadar Nagar Haveli,1,0,14
Delhi,10315,708,26334
Goa,65,0,196
Gujarat,13003,1190,19094
Haryana,2134,24,3597
Himachal Pradesh,189,5,393
Jammu and Kashmir,1086,36,3324
Jharkhand,410,7,881
Karnataka,1688,57,4835
Kerala,712,14,1699
Ladakh,48,1,97
Madhya Pradesh,5878,384,8996
Maharashtra,35156,2849,80229
Manipur,41,0,132
Meghalaya,13,1,33
Mizoram,1,0,22
Nagaland,0,0,94
Odisha,1604,8,2608
Puducherry,36,0,99
Punjab,2069,48,2461
Rajasthan,7359,218,10084
Sikkim,0,0,3
Tamil Nadu,15762,232,28694
Telangana,1627,113,3290
Tripura,173,0,692
Uttarakhand,344,11,1215
Uttar Pradesh,5648,257,9733
West Bengal,2912,366,7303
Cases being reassigned to states,0,0,8192
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2620,73,4510
Arunachal Pradesh,1,0,47
Assam,547,4,2397
Bihar,2425,30,4915
Chandigarh,273,5,309
Chhattisgarh,266,4,923
Dadar Nagar Haveli,1,0,19
Delhi,10664,761,27654
Goa,65,0,267
Gujarat,13316,1219,19592
Haryana,2134,24,3952
Himachal Pradesh,194,5,400
Jammu and Kashmir,1126,39,3467
Jharkhand,473,7,1000
Karnataka,1968,59,5213
Kerala,762,15,1807
Ladakh,48,1,99
Madhya Pradesh,6108,399,9228
Maharashtra,37390,2969,82968
Manipur,52,0,157
Meghalaya,13,1,33
Mizoram,1,0,24
Nagaland,0,0,107
Odisha,1716,8,2781
Puducherry,36,0,99
Punjab,2092,50,2515
Rajasthan,7501,231,10331
Sikkim,0,0,7
Tamil Nadu,16395,251,30152
Telangana,1710,123,3496
Tripura,173,0,747
Uttarakhand,423,11,1303
Uttar Pradesh,5648,257,9733
West Bengal,3119,383,7738
Cases being reassigned to states,0,0,8605
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2682,75,4708
Arunachal Pradesh,1,0,51
Assam,615,4,2565
Bihar,2480,30,5088
Chandigarh,273,5,314
Chhattisgarh,283,4,1073
Dadar Nagar Haveli,2,0,20
Delhi,10664,761,27654
Goa,65,0,300
Gujarat,13635,1249,20070
Haryana,2134,28,4448
Himachal Pradesh,224,5,413
Jammu and Kashmir,1216,41,4087
Jharkhand,490,7,1099
Karnataka,2132,61,5452
Kerala,803,15,1914
Ladakh,50,1,103
Madhya Pradesh,6331,412,9401
Maharashtra,39314,3060,85975
Manipur,52,0,172
Meghalaya,13,1,36
Mizoram,1,0,34
Nagaland,8,0,118
Odisha,1894,9,2856
Puducherry,36,0,99
Punjab,2106,51,2608
Rajasthan,7641,240,10599
Sikkim,0,0,7
Tamil Nadu,16999,269,31667
Telangana,1710,123,3580
Tripura,192,0,800
Uttarakhand,528,13,1355
Uttar Pradesh,6185,275,10536
West Bengal,3303,396,8187
Cases being reassigned to states,0,0,9189
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2745,75,4851
Arunachal Pradesh,1,0,51
Assam,665,4,2776
Bihar,2499,31,5202
Chandigarh,273,5,317
Chhattisgarh,308,4,1160
Dadar Nagar Haveli,2,0,22
Delhi,11357,874,29943
Goa,67,0,330
Gujarat,13956,1280,20545
Haryana,2134,39,4854
Himachal Pradesh,227,5,421
Jammu and Kashmir,1324,45,4285
Jharkhand,519,7,1256
Karnataka,2519,64,5760
Kerala,814,16,2005
Ladakh,52,1,103
Madhya Pradesh,6536,414,9638
Maharashtra,40975,3169,88528
Manipur,58,0,272
Meghalaya,13,1,36
Mizoram,1,0,42
Nagaland,8,0,123
Odisha,1993,9,2994
Puducherry,52,0,127
Punjab,2128,53,2663
Rajasthan,8004,246,10763
Sikkim,0,0,7
Tamil Nadu,17527,286,33229
Telangana,1710,137,3650
Tripura,192,0,838
Uttarakhand,714,13,1411
Uttar Pradesh,6344,283,10947
West Bengal,3465,405,8613
Cases being reassigned to states,0,0,8803
Andaman and Nicobar Islands,33,0,33
Andhra Pradesh,2802,77,5070
Arunachal Pradesh,1,0,57
Assam,1085,4,2937
Bihar,2864,32,5459
Chandigarh,286,5,323
Chhattisgarh,386,6,1240
Dadar Nagar Haveli,2,0,22
Delhi,11861,905,31309
Goa,67,0,359
Gujarat,14365,1313,21014
Haryana,2134,45,5209
Himachal Pradesh,249,5,445
Jammu and Kashmir,1506,48,4346
Jharkhand,559,8,1411
Karnataka,2604,66,5921
Kerala,848,16,2096
Ladakh,52,1,108
Madhya Pradesh,6729,420,9849
Maharashtra,42638,3289,90787
Manipur,61,0,304
Meghalaya,13,1,43
Mizoram,1,0,88
Nagaland,10,0,127
Odisha,2133,9,3140
Puducherry,52,0,127
Punjab,2167,55,2719
Rajasthan,8328,255,11245
Sikkim,0,0,13
Tamil Nadu,18325,307,34914
Telangana,1809,148,3920
Tripura,192,1,864
Uttarakhand,755,13,1537
Uttar Pradesh,6669,301,11335
West Bengal,3620,415,8985
Cases being reassigned to states,0,0,9227
Andaman and Nicobar Islands,33,0,34
Andhra Pradesh,2899,78,5269
Arunachal Pradesh,2,0,57
Assam,1249,4,3092
Bihar,3071,33,5710
Chandigarh,286,5,327
Chhattisgarh,402,6,1262
Dadar Nagar Haveli,2,0,26
Daman & Diu,0,0,2
Delhi,12245,984,32810
Goa,67,0,387
Gujarat,14735,1347,21521
Haryana,2188,52,5579
Himachal Pradesh,254,6,451
Jammu and Kashmir,1671,51,4507
Jharkhand,592,8,1489
Karnataka,2862,69,6041
Kerala,905,18,2161
Ladakh,52,1,115
Madhya Pradesh,6892,427,10049
Maharashtra,44517,3438,94041
Manipur,63,0,311
Meghalaya,13,1,44
Mizoram,1,0,93
Nagaland,22,0,128
Odisha,2282,9,3250
Puducherry,53,0,127
Punjab,2232,55,2805
Rajasthan,8569,259,11600
Sikkim,0,0,13
Tamil Nadu,19333,326,36841
Telangana,1817,156,4111
Tripura,239,1,895
Uttarakhand,831,15,1562
Uttar Pradesh,6871,321,11610
West Bengal,3779,432,9328
Cases being reassigned to states,0,0,8931
Andaman and Nicobar Islands,33,0,38
Andhra Pradesh,3048,80,5429
Arunachal Pradesh,4,0,61
Assam,1432,6,3319
Bihar,3266,36,5983
Chandigarh,286,5,332
Chhattisgarh,447,6,1398
Dadra and Nagar Haveli and Daman and Diu,2,0,30
Delhi,12731,1085,34687
Goa,67,0,417
Gujarat,15101,1385,22032
Haryana,2260,64,5968
Himachal Pradesh,280,6,470
Jammu and Kashmir,1820,52,4574
Jharkhand,630,8,1599
Karnataka,2977,72,6245
Kerala,968,18,2244
Ladakh,54,1,135
Madhya Pradesh,7042,431,10241
Maharashtra,46078,3590,97648
Manipur,73,0,366
Meghalaya,18,1,44
Mizoram,1,0,102
Nagaland,22,0,128
Odisha,2354,9,3386
Puducherry,67,2,157
Punjab,2259,59,2887
Rajasthan,8775,265,11838
Sikkim,2,0,14
Tamil Nadu,20705,349,38716
Telangana,1993,165,4320
Tripura,278,1,913
Uttarakhand,842,15,1643
Uttar Pradesh,7292,345,12088
West Bengal,3988,442,9768
Cases being reassigned to states,0,0,8315
Andaman and Nicobar Islands,33,0,38
Andhra Pradesh,3105,80,5680
Arunachal Pradesh,4,0,67
Assam,1537,8,3498
Bihar,3587,36,6103
Chandigarh,286,5,334
Chhattisgarh,550,6,1429
Dadra and Nagar Haveli and Daman and Diu,2,0,30
Delhi,13398,1214,36824
Goa,69,0,463
Gujarat,15493,1415,22527
Haryana,2475,70,6334
Himachal Pradesh,297,6,486
Jammu and Kashmir,2086,53,4730
Jharkhand,672,8,1617
Karnataka,3440,79,6516
Kerala,1000,19,2322
Ladakh,62,1,239
Madhya Pradesh,7201,440,10443
Maharashtra,47796,3717,101141
Manipur,77,0,385
Meghalaya,22,1,44
Mizoram,1,0,104
Nagaland,49,0,156
Odisha,2474,10,3498
Puducherry,67,2,157
Punjab,2282,63,2986
Rajasthan,8898,272,12068
Sikkim,2,0,63
Tamil Nadu,22047,367,40698
Telangana,2278,174,4484
Tripura,278,1,961
Uttarakhand,947,21,1724
Uttar Pradesh,7609,365,12616
West Bengal,4206,451,10244
Cases being reassigned to states,0,0,7984
Andaman and Nicobar Islands,33,0,38
Andhra Pradesh,3195,82,5965
Arunachal Pradesh,4,0,87
Assam,1584,8,3718
Bihar,3956,39,6290
Chandigarh,286,5,345
Chhattisgarh,631,6,1512
Dadra and Nagar Haveli and Daman and Diu,2,0,35
Delhi,14945,1271,38958
Goa,70,0,523
Gujarat,15883,1448,23038
Haryana,2803,78,6749
Himachal Pradesh,313,6,502
Jammu and Kashmir,2269,55,4878
Jharkhand,816,8,1711
Karnataka,3648,81,6824
Kerala,1046,19,2407
Ladakh,68,1,437
Madhya Pradesh,7377,447,10641
Maharashtra,49346,3830,104568
Manipur,91,0,449
Meghalaya,22,1,44
Mizoram,1,0,107
Nagaland,76,0,163
Odisha,2594,10,3723
Puducherry,82,2,176
Punjab,2327,65,3063
Rajasthan,9337,282,12401
Sikkim,4,0,63
Tamil Nadu,23409,397,42687
Telangana,2352,182,4737
Tripura,315,1,1046
Uttarakhand,1077,23,1785
Uttar Pradesh,7875,385,13118
West Bengal,4542,463,10698
Cases being reassigned to states,0,0,7436
Andaman and Nicobar Islands,33,0,38
Andhra Pradesh,3314,84,6163
Arunachal Pradesh,7,0,91
Assam,1960,8,4049
Bihar,4170,39,6470
Chandigarh,293,5,352
Chhattisgarh,763,8,1662
Dadra and Nagar Haveli and Daman and Diu,2,0,36
Delhi,15823,1327,41182
Goa,74,0,564
Gujarat,16325,1477,23544
Haryana,3003,88,7208
Himachal Pradesh,337,7,518
Jammu and Kashmir,2389,59,5041
Jharkhand,905,8,1745
Karnataka,3955,86,7000
Kerala,1102,19,2461
Ladakh,80,1,549
Madhya Pradesh,7677,459,10802
Maharashtra,50978,3950,107958
Manipur,91,0,458
Meghalaya,25,1,44
Mizoram,1,0,112
Nagaland,88,0,168
Odisha,2708,11,3909
Puducherry,91,5,194
Punjab,2356,67,3140
Rajasthan,9566,292,12694
Sikkim,4,0,68
Tamil Nadu,24547,435,44661
Telangana,2377,185,4974
Tripura,315,1,1076
Uttarakhand,1111,24,1819
Uttar Pradesh,8268,399,13615
West Bengal,5060,475,11087
Cases being reassigned to states,0,0,6972
Andaman and Nicobar Islands,33,0,41
Andhra Pradesh,3316,88,6456
Arunachal Pradesh,7,0,91
Assam,2166,8,4158
Bihar,4409,40,6650
Chandigarh,296,6,354
Chhattisgarh,890,8,1756
Dadra and Nagar Haveli and Daman and Diu,5,0,36
Delhi,16427,1400,42829
Goa,85,0,592
Gujarat,16664,1505,24055
Haryana,3565,100,7722
Himachal Pradesh,353,8,556
